帖子主页,发帖时间,回复人次,转发次数,点赞次数,展示次数,当前帖子内容,转发帖子的用户id,转发帖子的用户
https://x.com/wangzhian8848/status/1985017650712592661,2025-11-02T16:14:22.000Z,165,15,253,209K,其实对于日本来讲，中国移民最适合日本。从日本角度讲。即便排外也最不应该排中国人。中日文化同文同种，一旦归化十分能够融入。堪比英国人融入美国一样简单。,@Kasumi_cn_jp,夏弥 Kasumi
https://x.com/wangzhian8848/status/1984944108574744633,2025-11-02T11:22:08.000Z,50,29,238,158K,"近日，山东成武县一母亲表示，孩子在成武县人民医院做手术时，被医生“切掉6个器官”，如今无法正常进食，以后需长期靠静脉注射营养液维持生命。
 据报道，2023年10月26日，山东菏泽10岁男孩小烨课间玩耍被撞腹部后感觉肚子疼，前往成武县人民医院检查。经加强 CT",,
https://x.com/wangzhian8848/status/1984947195897102590,2025-11-02T11:34:24.000Z,33,19,195,130K,"一名北京医生称，医院给男孩做的手术是“胰十二指肠切除术”几乎是普外科里最大的一个手术，难度堪比“攀登珠穆朗玛峰”成武县医院根本没有能力和资格去做这么大的手术。
 医生还表示，如果医院给孩子做的病理是对的 (胰腺实性假乳头状肿瘤(为低度恶性肿瘤)",,
https://x.com/wangzhian8848/status/1984942837029638563,2025-11-02T11:17:05.000Z,137,38,465,287K,昨天，在APEC峰会晚宴上，习近平和韩国总统李在明被拍到一起喝“马格利酒”，这是一种韩国传统米酒。视频显示，习近平抿了一小口后眨巴了好几次眼睛，面露难堪，疑似不喜欢喝。,,
https://x.com/wangzhian8848/status/1984893508810064040,2025-11-02T08:01:04.000Z,197,55,455,321K,以徒手碎砖、拉直铁板成名的中国祁家通背拳第9代传人赵鸿刚，日前代表中国出战扇耳光大赛“Power Slap”，他在赛中连挨三掌、当场倒地昏迷。裁判见状立刻叫停比赛，医护人员紧急上台救治。,,
https://x.com/wangzhian8848/status/1984879423238390242,2025-11-02T07:05:06.000Z,103,14,190,213K,"美国白宫公布中美元首会晤达成的贸易协议详情。白宫在声明中表示，“这是一场巨大的胜利，这份协议既维护了美国的经济实力与国家安全，又优先保障了美国工人、农民与家庭的利益。”
 根据协议，中方将限制芬太尼前体化学品流入美国；",,
https://x.com/wangzhian8848/status/1984813175234314699,2025-11-02T02:41:51.000Z,44,5,92,187K,习近平送韩国总统李在明小米手机问，“你看看有没有后门”｜新闻特写20251102 https://youtu.be/y_8BlzcLTsU?si=F58OzWB40VFXcqon… 来自 @YouTube,,
https://x.com/wangzhian8848/status/1984812942370730358,2025-11-02T02:40:56.000Z,258,29,362,276K,"美国财长贝森特接受采访时说，中国威胁切断稀土供应“已经让所有人意识到（稀土问题上的）危险，他们犯了一个真正的错误。”“把枪放在桌子上是一回事，朝天鸣枪又是另一回事。”
贝森特表示，中国将没法再故技重施，因为“我们有了抵消措施”。他认为中国对美国的稀土优势最多只能撑12至24个月。",,
https://x.com/wangzhian8848/status/1984812573234250067,2025-11-02T02:39:28.000Z,336,125,2.1K,1.2M,APEC会议期间，马来西亚首相安华上前与习近平打招呼，习近平起身笑脸相迎，但翻译不在身边，习四处张望，随后王毅等人冲上前救场。,,
https://x.com/wangzhian8848/status/1984523194452029888,2025-11-01T07:29:34.000Z,140,18,425,224K,我小时候那个时代精神生活匮乏到什么程度，那时候很少能看到电影，我住的县城里有一个电影院，但很少有什么电影放。我父亲公司有时候会放露天电影，电影来来回回就那几部，地道战，地雷战，小兵张嘎，渡江侦察记，智取威虎山等等。我们县城当时驻扎着一个特务连，有时候他们会放电影。他们放的电影有时,,
https://x.com/wangzhian8848/status/1984467690262810887,2025-11-01T03:49:01.000Z,45,1,105,96K,在东京体会异国文化风情,,
https://x.com/wangzhian8848/status/1984426244335944168,2025-11-01T01:04:20.000Z,261,47,688,240K,台湾也要建民主防火墙了。,,
https://x.com/wangzhian8848/status/1984276168930140167,2025-10-31T15:07:59.000Z,111,77,986,293K,"31日晚，上海静安寺地铁站附近，一女子cos哆啦a梦，随后被警察要求摘掉头套；
 一男子cos大白要给围观路人做核酸；
 上海愚园路，一辆车上安装了一个南瓜头，被交警要求拆除；
 民众cos幽灵，遭警方劝阻盘问。",,
https://x.com/wangzhian8848/status/1984416376510153152,2025-11-01T00:25:07.000Z,19,23,640,121K,武汉黎黄陂路，一名男子打扮成ChatGPT手上的牌子写着“在您所在的国家/地区不可用”我,,
https://x.com/wangzhian8848/status/1984416697844138027,2025-11-01T00:26:24.000Z,10,8,156,108K,10月31日晚各地万圣节：红姐、茅山道士、绑匪、蝙蝠侠全部被警察拿下。,,
https://x.com/wangzhian8848/status/1984416109546946840,2025-11-01T00:24:03.000Z,54,33,502,121K,日本涩谷万圣节，有人cos习维尼，有人cos解放军。,,
https://x.com/wangzhian8848/status/1984254732689617026,2025-10-31T13:42:48.000Z,218,49,1.2K,812K,这个最终方案我笑死了，你们的贸易战最后弄了个寂寞。,,
https://x.com/wangzhian8848/status/1984254400362377708,2025-10-31T13:41:29.000Z,37,28,194,121K,【中共文革期间沦「北京人质」前路透记者过世享寿87岁】中共文化大革命期间任路透社驻北京特派员的葛雷曾遭中国软禁逾两年，葛雷的女儿证实，晚年罹患帕金森氏症的他于11日过世，享寿87岁。,,
https://x.com/wangzhian8848/status/1984245667859222655,2025-10-31T13:06:47.000Z,31,3,43,70K,川普说习近平时伟大领袖，各位支持川普的中文观众，你们同意川普的意见么？,,
https://x.com/wangzhian8848/status/1984244311408709788,2025-10-31T13:01:23.000Z,32,8,266,176K,"台湾博主“麦狗886”在上海静安寺经营一家酒吧。他称去年就被警察叫去派出所，被要求不能举办万圣节活动，今年又有警察来他店里，不仅要求酒吧不能举办万圣节活动，还要求店里不准有万圣节元素的装扮。
 麦狗表示，以前万圣节，商家们都会都会有各式各样的活动，但从今年开始就不太倡导大家这样做",,
https://x.com/wangzhian8848/status/1984242752314577375,2025-10-31T12:55:12.000Z,88,152,2.9K,598K,10月31日，武汉黎黄陂路，有人身穿防疫服，cos大白。,,
https://x.com/wangzhian8848/status/1984243496694477013,2025-10-31T12:58:09.000Z,11,12,428,147K,10月31日，南京万象城商场。一名男子cos“核动力牛马”调侃当下中国社会（尤其是年轻人）中普遍存在的一种“打工人文化”和“过劳现象”。,,
https://x.com/wangzhian8848/status/1984243686834888929,2025-10-31T12:58:55.000Z,41,9,196,90K,澳门唯一仍专注于时政报道的独立媒体——《论尽》在面对政治压力与法律风险下，被迫宣布停刊的。《论尽》成立于2012年，由资深记者彭霭慈、吴小毅、陈丽静等人创办，该媒体一向强调“独立、不受政治或利益操控”，并同时经营网站、社交媒体与纸本月刊。,,
https://x.com/wangzhian8848/status/1984163236112167068,2025-10-31T07:39:14.000Z,137,20,237,211K,德媒《经济周刊》发表评论称，釜山中美首脑会晤的真正赢家是中国，因为北京只是暂停了自己新近发布的反制措施，却换来了美国真金白银的关税让步。相比之下，美国并未获得北京的任何结构性让步。中国的稀土出口管制只是“暂停”，随时可以重新启用，因此在战略上仍保有筹码。,,
https://x.com/wangzhian8848/status/1984162833349931082,2025-10-31T07:37:38.000Z,35,3,73,83K,"美国总统特朗普在川习会前，指示国防部「立即」开始测试美国的核子武器。
美国卡内基国际和平基金会研究员潘达（Ankit Panda）表示，如果美国真的朝恢复核试验的方向迈进，实际上等于给中国和俄罗斯许可，让它们能重新展开全面核试验，而这两个国家已经多年未这样做。",,
https://x.com/wangzhian8848/status/1984135919134494740,2025-10-31T05:50:41.000Z,94,11,142,82K,【郑丽文：没有放弃武力保台决心、我愿和习近平谈两岸和解、普京不是独裁者】,,
https://x.com/wangzhian8848/status/1984124924345413684,2025-10-31T05:06:59.000Z,111,24,190,140K,加拿大总理卡尼(Mark Carney)上任后的头六个月里，大部分时间都在试图说服美国降低对加拿大的钢、铝、木材等产品关税，鉴于迅速解决问题的希望已经破灭以及美加关系却陷入低谷。卡尼正把目光转向美国的头号竞争对手——中国。卡尼开始寻求与中国建立更紧密的经济联系。,,
https://x.com/wangzhian8848/status/1984124775078490233,2025-10-31T05:06:24.000Z,68,9,159,137K,习近平同特朗普在釜山举行会晤之后，法国国内新闻台30日发表一篇题为“误判中国之后  特朗普不得不向习近平让步”的评论文章。,,
https://x.com/wangzhian8848/status/1984095279201841589,2025-10-31T03:09:11.000Z,170,32,171,149K,【中国正在经济和工业领域碾压美国】ABC中文的报道指出，前几天，美国总统特朗普说：“让一个共产主义者掌权？听着，你只要回顾一下过去一千年，这种事发生过很多次，一千年了，从来没有成功过。”然而中国既是一个共产主义国家，又运行得相当不错，这是他和美国普遍不情愿也要面对的事实。,,
https://x.com/wangzhian8848/status/1984094586176991570,2025-10-31T03:06:26.000Z,45,13,171,253K,《人民日报》，在头版披露特朗普称习近平是强硬谈判者、将习近平送到红旗车前话别等中美元首会晤细节，报道由长期负责习近平新闻的人民日报社最年轻高层杜尚泽撰写。,,
https://x.com/wangzhian8848/status/1984094190868042189,2025-10-31T03:04:52.000Z,267,129,1.5K,1.1M,习近平和川普会晤的小本本曝光：昨天特朗普与习近平在韩国举行会晤，当媒体镜头拉近时，可以看到习近平“小本本”上的超大号字体，上面写着：“中美两国完全可以相互成就、共同繁荣。我多次公开讲，中美两国应当做伙伴、做朋友，这是历史的启示，也是现实的要求……”,,
https://x.com/wangzhian8848/status/1984065766292123696,2025-10-31T01:11:55.000Z,97,59,684,165K,一叶知秋！,,
https://x.com/wangzhian8848/status/1983923120286097498,2025-10-30T15:45:06.000Z,121,46,307,177K,"10月30日，四川成都，一名男子手持菜刀当街袭警，多次挥刀砍向警察。
  警方试图驾车撞击以制服该男子。接着一名警察持枪警告，随后多名手持盾牌的警察一拥而上，成功将其制服。",,
https://x.com/wangzhian8848/status/1983866859641602425,2025-10-30T12:01:32.000Z,139,1,84,116K,中美之间达成为期一年的贸易协定，你觉得：,,
https://x.com/wangzhian8848/status/1983865465324888389,2025-10-30T11:56:00.000Z,22,4,60,140K,今晚话题：习特会釜山落幕：中美达成一年协议，G2双巨头时代正式来临？｜大豆｜芬太尼｜稀土｜芯片｜APEC｜中美峰会｜王局拍案 20251030 https://youtu.be/xlX--VNgjEE?si=Opa0yw-jDCyeDdoq… 来自 @YouTube,,
https://x.com/wangzhian8848/status/1983827825682768259,2025-10-30T09:26:26.000Z,114,4,146,220K,这要是大陆身份不能恢复，就成了无国籍人士。一个大写的惨字。,@shangguanluan,上官亂
https://x.com/wangzhian8848/status/1983826709121225019,2025-10-30T09:21:59.000Z,72,73,339,170K,《华尔街日报》揭示了币安创办人赵长鹏如何通过与特朗普家族的加密货币业务往来，最终获得特朗普总统特赦的复杂过程。,,
https://x.com/wangzhian8848/status/1983826590653149652,2025-10-30T09:21:31.000Z,52,3,100,109K,"【特朗普与习近平会晤后削减对华关税】
特朗普表示，对中国进口商品征收的关税将从57%降至47%，其中与芬太尼前体化学品相关的关税将从20%减半至10%。
中国商务部：美方将暂停实施其对华海事、物流和造船业301调查措施一年。",,
https://x.com/wangzhian8848/status/1983826373753053455,2025-10-30T09:20:39.000Z,113,36,367,509K,特朗普：我与中国国家主席习近平举行了一次非常成功的会晤。我们两国之间有着深厚的相互尊重基础，而此次会晤无疑将进一步加深这种尊重。我们在许多方面达成了共识，其他一些至关重要的问题也即将得到解决。习近平主席授权中国开始大量采购大豆、高粱和其他农产品，我对此深感荣幸。我们的农民一定会非,,
https://x.com/wangzhian8848/status/1983795799072121003,2025-10-30T07:19:10.000Z,85,6,117,144K,该陆配应该是已经拿到中华民国护照了，但是因为言论依然被取消身份。,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1983795189270425705,2025-10-30T07:16:44.000Z,63,7,97,229K,【陆配钱丽宣传武统陆委会：已废止台湾身分户籍】民进党立委王定宇今天表示，中配钱丽在台湾经营脸书解放军社团，鼓吹武统且检举台湾民众。陆委会副主委沉有忠说，移民署8月25日已废止钱丽的台湾身分与户籍。,,
https://x.com/wangzhian8848/status/1983794918486421978,2025-10-30T07:15:40.000Z,174,63,373,265K,"纽约时报刊登专栏作者纪思道的文章：《特朗普不只是输掉了与中国的贸易战》
纪思道在文中称，特朗普在四月宣布“解放日”关税政策时，误判了中美经济依存结构。他以为中国更依赖美国出口，却忽略了美国在稀土领域对中国的深度依赖。",,
https://x.com/wangzhian8848/status/1983783833121251352,2025-10-30T06:31:37.000Z,92,14,198,190K,"特朗普返美途中在空军一号飞机上受访时说，中国将增加对美国的投资。当被问及会晤从1到10分打多少分时，特朗普回答说：12分。
 特朗普还说：这次会晤是“一次巨大的成功”",,
https://x.com/wangzhian8848/status/1983781259102019850,2025-10-30T06:21:23.000Z,361,51,898,560K,"人民日报小编在报道习近平与特朗普会晤有关的新闻时，将习近平写成了“习近乎”
截至目前发文，人民日报已将错别字修改。

不知道小编会不会被开掉。",,
https://x.com/wangzhian8848/status/1983780785414164550,2025-10-30T06:19:30.000Z,53,9,127,174K,特朗普表示，中国在稀土问题上“不再设置障碍”特朗普在接受记者采访时表示，“所有与稀土相关的问题都已经解决——这不仅仅是美国的问题，而是一个全球性的问题。”他补充道：“中国方面现在已经不再有任何阻碍。”,,
https://x.com/wangzhian8848/status/1983748055175459221,2025-10-30T04:09:27.000Z,143,31,333,225K,中美元首会晤结束，历时一小时四十分钟，此前特朗普预计四小时。实际会晤时间不到特朗普预期的一半。,,
https://x.com/wangzhian8848/status/1983731309597094245,2025-10-30T03:02:54.000Z,58,11,168,215K,【川习会登场前川普指示国防部立即展开核武测试】特朗普今天在韩国与习近平会面，就在川习会登场不久前，特朗普宣布他已指示国防部「立即」开始测试美国的核子武器，以回应对手国家的核试验。,,
https://x.com/wangzhian8848/status/1983719549842375069,2025-10-30T02:16:11.000Z,117,25,227,195K,国际关系期刊《外交事务》28日刊出专文，主张台海战争风险已达到「惊人高度」，并向即将会晤的美国总统特朗普与中国国家主席习近平提出一项「台海休战」倡议，呼吁双方应启动谈判，通过互换关键保证来降低战争风险。,,
https://x.com/wangzhian8848/status/1983719412034367625,2025-10-30T02:15:38.000Z,71,14,254,240K,中国国家主席习近平星期四上午抵达韩国，将出席亚太经合组织第三十二次领导人非正式会议并对韩国进行国事访问。陪同出访的有：中共中央政治局常委蔡奇，外交部部长王毅，国务院副总理何立峰等。,,
https://x.com/wangzhian8848/status/1983525102181556386,2025-10-29T13:23:31.000Z,26,5,69,141K,今日话题：英美联手摧毁杀猪盘帝国，柬埔寨太子集团的陈志何许人也？｜电信诈骗｜洪森家族｜比特币｜美国司法部｜王局拍案 20251029 https://youtu.be/V5ZnGpFc7DU?si=7Umcv905CjleIGmy… 来自 @YouTube,,
https://x.com/wangzhian8848/status/1983509160416235984,2025-10-29T12:20:10.000Z,98,1,127,153K,我究竟做错了什么？,@realtalk634,صّابريِنِ
https://x.com/wangzhian8848/status/1983506414313123860,2025-10-29T12:09:15.000Z,323,26,804,380K,感觉安倍和特朗普打交道，还是能基本维持平等关系，现在的首相，刚上任第一个接待来访的就是美国大统领，的确有些失态了。又是挽着胳膊又是笑成一朵花，特朗普也有点儿太拿范儿，该敬礼的地方直接就走了，他要是见习近平，敢这么吊儿郎当么？,,
https://x.com/wangzhian8848/status/1983465845000208597,2025-10-29T09:28:03.000Z,78,11,142,191K,人民日报今天继续加强文攻宣传，刊登张学良姪孙李大壮的「以史为鉴，走和平融合之道—我的两岸见闻与思考」文章。李大壮认为，台湾光复是「中华民族洗刷百年屈辱的重要标志，是中国政府恢复对台湾行使主权的重要铁证」。,,
https://x.com/wangzhian8848/status/1983466118749782378,2025-10-29T09:29:08.000Z,78,14,137,144K,"赖清德总统29日说，台湾要坚定地“反吞并、反侵略、反对推进统一”，这也是赖清德首度公开表达“反对推进统一”的态度。
 赖清德主持2025年11月份将官晋任授阶典礼时强调，强化国防不是挑衅，是为了维持现状，守护台湾的民主与生活方式，投资国防就是投资和平。",,
https://x.com/wangzhian8848/status/1983465640259379438,2025-10-29T09:27:14.000Z,53,6,150,182K,"中国国企中粮集团本周购买了三批美国大豆，这是中国在特朗普和习近平本周举行峰会前，首次采购今年收获的美国大豆。
消息人士称，中粮此次共采购约18万吨大豆，计划于12月至明年1月期间，通过美国太平洋西北港口发运。",,
https://x.com/wangzhian8848/status/1983438935515902042,2025-10-29T07:41:07.000Z,295,86,467,259K,"WSJ：中国选择继续以科技与制造业为核心驱动力，而非优先改善民生和刺激内需。北京在26年至30年的发展蓝图中，号召全国动员，采取“超常规措施”在半导体等关键技术上实现决定性突破，以加快科技自立自强进程。
 纽约咨询公司22V",,
https://x.com/wangzhian8848/status/1983438246857322621,2025-10-29T07:38:23.000Z,45,3,103,98K,"【习近平将同美国总统特朗普举行会晤】 
外交部发言人宣布：经中美双方商定，国家主席习近平将于当地时间10月30日在韩国釜山同美国总统特朗普举行会晤，就中美关系和双方共同关心的问题交换意见。",,
https://x.com/wangzhian8848/status/1983141124878303331,2025-10-28T11:57:43.000Z,70,5,94,157K,今晚话题：郑智化深圳机场登机事件，为何“反转”，真的反转了么？｜身障人士｜连滚带爬｜无障碍设施｜王局拍案 20251028 https://youtu.be/j4-aOcJzbAI?si=sZvzr0CBQJQhIv-_… 来自 @YouTube,,
https://x.com/wangzhian8848/status/1983136547638562970,2025-10-28T11:39:32.000Z,268,13,320,217K,澎湖海战，即将上映。,,
https://x.com/wangzhian8848/status/1983131472212144586,2025-10-28T11:19:22.000Z,83,21,226,167K,财新网：根据《中国民航局残疾人航空运输管理办法》，机场在无法使用廊桥时应提供登机协助。深圳机场安排登机车和工作人员协助登机，形式上符合规定。,,
https://x.com/wangzhian8848/status/1983102925053513815,2025-10-28T09:25:56.000Z,173,60,552,170K,"一名女子轮椅游美国：火车大巴配备轮椅升降机；火车还有无障碍厕所；打车可以选择带有坡道的无障碍车型；
 另一名台湾男子分享了坐轮椅搭机的经验，工作人员将自己推到机舱后，再改换过道轮椅上飞机，从机场到上飞机全程都有工作人员陪护",,
https://x.com/wangzhian8848/status/1983101079886934091,2025-10-28T09:18:36.000Z,75,7,235,211K,我和习近平定期微信联系知道么？,@ZJCHENNN,LaLa
https://x.com/wangzhian8848/status/1983097971656011975,2025-10-28T09:06:15.000Z,55,7,195,167K,重庆曾经是中华民国陪都，现在也属于中华民国宪法规定的疆域，是中华民国神圣领土不可分割的一部分。有什么问题么？,@BAX7393457,红
https://x.com/wangzhian8848/status/1983082952327344349,2025-10-28T08:06:34.000Z,107,5,172,200K,看起来重庆警方准备跨省。,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1983075184698388849,2025-10-28T07:35:42.000Z,135,8,184,334K,重庆警方立案侦查台湾民进党立委沈伯洋，并指他通过发起建立“台独”分裂组织“黑熊学院”等方式从事分裂国家犯罪活动。,,
https://x.com/wangzhian8848/status/1982589303906820379,2025-10-26T23:24:59.000Z,177,17,213,258K,"台湾歌手郑智化25日在微博发文控诉深圳机场“对残疾人是最没人性的”，连操纵升降车的司机都不顾他的安全，不把升降板提高，还“冷眼看着我连滚带爬进飞机”
 从他的短文可以得知，",,
https://x.com/wangzhian8848/status/1982956373483864351,2025-10-27T23:43:35.000Z,24,14,173,100K,医疗科普作家李清晨：一个社会的文明程度取决于它如何对待弱势群体，无论从哪个角度来说，郑先生的呼吁都将对公共服务有促进作用，我们没有任何理由认为，目前的公共服务水平已经好得不能再好，好到没有继续提高的必要了。,,
https://x.com/wangzhian8848/status/1983067455095238933,2025-10-28T07:04:59.000Z,23,3,74,51K,网友“石扉客”说，最近杵拐杖让他深刻体会到中国不能算是一个对残疾人友好的地方，大部人也没有照顾残疾人的意识。所以“庞大的和执政党群体数量相当的残疾人群体，大部分都只能缩在家里，因为出门太不方便了，没有尊严”,,
https://x.com/wangzhian8848/status/1983003496711630913,2025-10-28T02:50:50.000Z,89,34,233,161K,WSJ：Sibylline的团队认为，没有台积电的芯片，美中都无法赢得AI竞赛，这为围绕台湾的战略争夺埋下了伏笔。而这场争夺可能给全球带来灾难性后果。,,
https://x.com/wangzhian8848/status/1982999692318584988,2025-10-28T02:35:43.000Z,83,15,159,156K,路透社引述四名了解荷兰政府想法的海牙消息人士说，荷兰政府在9月决定接管晶片制造商安世半导体（Nexperia），是因为担心这家公司前首席执行官已经拆解公司的欧洲业务，并将生产转移至中国。,,
https://x.com/wangzhian8848/status/1982995427273384180,2025-10-28T02:18:46.000Z,205,6,104,93K,「川习会」定于30日举行。前美国众议院议员加拉格尔 (Mike Gallagher) 今天表示，特朗普具即兴发挥的独特优势，面对媒体镜头完全不畏惧；而习近平及中共缺乏幽默感又脆弱，连小熊维尼相关的宣传都畏惧，「从这个角度来看，特朗普的风格反而可能在这样的互动中占优势。」,,
https://x.com/wangzhian8848/status/1982976553073230291,2025-10-28T01:03:46.000Z,764,86,1.9K,967K,"感觉这一年来，大陆明显开始为统一台湾做一系列舆论准备了。从影视剧沉默的荣耀，澎湖海战，到近期新华社人民日报的一系列发文。

台湾不要以为大陆整肃军队内部，就会耽误统一时间表。中共是一个组织力和执行力都很强的政党，一但制定了目标，很少会被暂时因素阻碍。",,
https://x.com/wangzhian8848/status/1982974618215625038,2025-10-28T00:56:05.000Z,169,12,367,290K,话说蔡霞老师现在了得，习近平不知道的事情，她都一清二楚。,@wangzhian8848,王局志安
https://x.com/wangzhian8848/status/1982974372794278252,2025-10-28T00:55:07.000Z,15,4,61,448K,中共四中全会落幕：军队反腐肃穆，习近平亲批“十五五”！｜习下张上｜第三代核心｜张升民｜旷课缺席｜十五五规划｜中等发达国家｜王局拍案 20251027 https://youtu.be/dXvAxwJoURE?si=pY2VmksxzBEdTg9C… 来自 @YouTube,,
https://x.com/wangzhian8848/status/1982957735613477033,2025-10-27T23:49:00.000Z,9,3,82,56K,10月27日，郑智化再次回应，他表示“连滚带爬”是自己登机过程不顺，一时气氛的谴词，并就此道歉。他还称赞帮自己推轮椅的小哥服务非常好，并向机场的服务人员致谢。,,
https://x.com/wangzhian8848/status/1982955786688180425,2025-10-27T23:41:15.000Z,185,195,2.5K,1.1M,"李克强逝世两周年，一位网友称：“本来想去(李克强故居) 送束花的，跑了几个地方都有人看着，别说送花了，手机都不让掏。最后买了三根合肥烟，点三根，以示纪念” 这篇帖子随即被平台删除。
 另一名博主当天在微博上发布了一张李克强13岁时的照片，不久后也被平台删除。",,
https://x.com/wangzhian8848/status/1982788393689088319,2025-10-27T12:36:06.000Z,67,31,295,268K,"媒体《抱朴财经》：“神话”破灭：曾被称中药茅台，一粒能炒高到1600元的片仔癀，而且还买不到。
如今，价格暴跌、公司市值暴跌1800亿，有商家售卖价格为575元/粒。",,
https://x.com/wangzhian8848/status/1982786447628538340,2025-10-27T12:28:22.000Z,70,17,209,165K,"中国过去两周发生至少五起新能源汽车起火事故，令相关安全问题再受关注。专家：新能源车一旦着火，火灾强度远超传统燃油车。
陕西西安一辆保时捷Taycan电动车24日在未发生碰撞的情况下突发自燃，车身被大火吞没后只剩框架，所幸未造成人员伤亡。",,
https://x.com/wangzhian8848/status/1982785752896532575,2025-10-27T12:25:36.000Z,78,61,644,342K,经济学人团队对2013年以来的习近平的1万4000多篇演讲、文章和谈判进行分析，主要参考媒体为《人民日报》。相较中文版圣经不到100万的字数，习近平的演讲资料库已经超过2千万字。,,
https://x.com/wangzhian8848/status/1982783182950076553,2025-10-27T12:15:23.000Z,459,54,361,310K,10月27日，新华社发表钟台文署名文章《两岸关系发展和统一利好》文章称，统一后，有强大祖国作为后盾，台湾同胞民生福祉会更好，发展空间会更大，更加安全、更有尊严，在国际上腰杆会更硬、底气会更足，台湾将永保太平，民众将安居乐业。我们有能力让14亿多人民过上好日子，也完全有能力同台湾同胞一起,,
https://x.com/wangzhian8848/status/1982709450134941733,2025-10-27T07:22:24.000Z,37,5,125,85K,还有一些博主表示，郑智化深圳机场事件反映了国内服务业对于残疾人的关注不足，他的抱怨原本可以推动无障碍设施建设。让更多的人去关注残疾人群体。结果仅仅因为“连滚带爬”这四个字形容不够精确和其是台湾人的身份而遭到网暴。,,
https://x.com/wangzhian8848/status/1982699724340670937,2025-10-27T06:43:45.000Z,27,3,53,45K,"【美财长贝森特“叫苦”原因是中国暂停买美国大豆】周日，美国广播公司《本周》节目记者问：“您是否看到隧道尽头的光？中国是否可能重新允许进口美豆？”
 贝森特：“如果你不知道的话，我其实是一名大豆农民，所以我也感受到了这种痛苦。”",,
https://x.com/wangzhian8848/status/1982699308433702917,2025-10-27T06:42:06.000Z,57,18,317,207K,"中国官方通报，中共湖北省委原书记蒋超良因大搞权钱交易、家族式腐败、搞迷信活动等被“双开”
 新冠疫情2020年初在湖北暴发时，蒋超良是湖北省委书记。他在同年2月被免职，成为因疫情仕途受挫的最高级别官员。一年半后，他在2021年8月转任全国人大农业与农村委员会副主任委员，外界原以为他已平安落地。",,
https://x.com/wangzhian8848/status/1982647288758751366,2025-10-27T03:15:24.000Z,48,6,107,89K,"美国学者金莱尔4年前曾与现任美国国防次长科尔比就「美国能否守住台湾」进行线上辩论。
反方阵营成员科尔比（Elbridge",,
https://x.com/wangzhian8848/status/1982646947988259145,2025-10-27T03:14:02.000Z,29,4,110,121K,原中国人民解放军海军指挥学院政委夏志和，据报已经接替钟绍军担任中国国防大学政委。,,
https://x.com/wangzhian8848/status/1982646579120230570,2025-10-27T03:12:34.000Z,186,8,228,235K,【美国两架海军军机星期天（10月26日）分别坠毁在南中国海】第一起坠机事件涉及一架MH-60R“海鹰”直升机。根据美国海军太平洋舰队的声明，这架直升机在“尼米兹”号航空母舰进行例行操作时坠入南中国海。,,
https://x.com/wangzhian8848/status/1982588903493378217,2025-10-26T23:23:23.000Z,123,13,162,173K,【贝森特称中国将推迟一年实施稀土规则，并购买美国大豆】美国财长贝森特周日受访时表示，他预计中国将在几年内恢复大量购买美国大豆，并把扩大稀土许可制度的期限推迟一年。,,
https://x.com/wangzhian8848/status/1982588663717597568,2025-10-26T23:22:26.000Z,42,10,157,142K,【中国贸易代表暗批美国：近来中美经贸震荡非中方所愿】出席吉隆坡中美贸易谈判的中国商务部副部长李成钢，今天在谈判后不忘暗批美国说：过去1个月中美经贸关系「出现了一些震荡和波动」，中方「诚信、认真落实」经贸磋商达成的共识安排，「悉心呵护」来之不易、相对稳定的中美经贸合作关系，「出现这,,
https://x.com/wangzhian8848/status/1982405735402348600,2025-10-26T11:15:33.000Z,106,30,319,176K,亚洲事务主管金莱尔撰写的文章将赖清德称总统为“鲁莽的领导人”后他遭到一些网民的批评和指责。25日，金莱尔发推文回应，美国人已经厌倦了卷入他人家庭纠纷而陷入“无休止的战争”，不太可能为了拯救陷入困境的中华民国而发动战争，尤其是在涉及核风险的情况下，而核风险是不可避免的。但如果台湾领导人考,,
https://x.com/wangzhian8848/status/1982404116136841362,2025-10-26T11:09:07.000Z,337,52,461,383K,CNN报道，中国最新航母「福建号」预计很快将举行入列仪式，但两位前美国航母军官观察，福建号的飞行甲板布局限制了战机起降速度，其空中作战能力可能仅达服役50年的美军航母「尼米兹号」的60%左右。,,
https://x.com/wangzhian8848/status/1981014757894406472,2025-10-22T15:08:18.000Z,169,98,591,386K,10月22日傍晚，十堰市重庆路小学外，一辆轿车径直冲向路边的人群，由于事发时正值学生放学，现场一片狼藉，多名学生被撞倒地不起，其中一名学生心脏停止跳动，医护人员正为其做心肺复苏。,,
https://x.com/wangzhian8848/status/1982341143938703478,2025-10-26T06:58:53.000Z,5,5,68,69K,媒体《水瓶纪元》报道了10月22日发生在湖北十堰重庆路小学门口的恶性撞人事件的经过、现场情况、家长目击、官方应对与社会反应。截至目前发文，该文章已被平台删除。,,
https://x.com/wangzhian8848/status/1982341265103737277,2025-10-26T06:59:22.000Z,2,2,56,53K,报道被删除,,
